Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross
Comedy,Heavy,None,PG-13,None,Ride Along 2,Medium,1/15/2016,40000000,90862685,124827316
Horror,Medium,None,PG-13,None,The Forest,Heavy,1/8/2016,10000000,26594261,40579218
Horror,Light,None,PG-13,Light,The Vatican Tapes,Heavy,7/24/2015,13000000,1784763,14999638
Animated,Heavy,Heavy,R,Heavy,Anomalisa,None,12/30/2015,8000000,3759286,5538273
Drama,Light,None,PG-13,None,Joy,Light,12/25/2015,60000000,56451232,101134059
Drama,Medium,Light,PG-13,None,Concussion,Medium,12/25/2015,35000000,34531832,50363790
Western,Heavy,Medium,R,Medium,The Hateful Eight,Heavy,12/25/2015,62000000,54117416,145443360
Drama,None,Light,PG-13,None,The Masked Saint,Medium,1/8/2016,3500000,182695,182695
Drama,Medium,Light,PG-13,Light,In The Heart Of The Sea,Medium,12/11/2015,100000000,25020758,90420758
Comedy,Heavy,Light,R,Medium,Sisters,Medium,12/18/2015,30000000,87044645,106030660
Comedy,Heavy,Medium,R,Light,The Big Short,None,12/11/2015,28000000,70259870,133162752
Action Adventure,Heavy,Light,R,Medium,The Revenant,Heavy,12/25/2015,135000000,183637894,532950503
Horror,Heavy,None,PG-13,None,Krampus,Medium,12/4/2015,15000000,42725475,61788393
Drama,Medium,Medium,R,Medium,Carol,Light,11/20/2015,11800000,12711491,42981766
Spy Movie,Heavy,Medium,R,Light,Kingsman: The Secret Service,Heavy,2/13/2015,94000000,128261724,404561724
Comedy,Heavy,Heavy,R,Heavy,The Night Before,Light,11/20/2015,25000000,43035725,52427346
Horror,Medium,Light,PG-13,Light,Victor Frankenstein,Medium,11/25/2015,40000000,5775076,33175076
Thriller,Heavy,None,PG-13,Light,Secret In Their Eyes,Medium,11/20/2015,20000000,20180155,30808558
Animated,None,None,PG,None,The Good Dinosaur,Medium,11/25/2015,187500000,123087120,334350427
Drama,Heavy,Light,PG-13,Light,Creed,Medium,11/25/2015,37000000,109767581,173567581
Drama,Medium,None,PG-13,Light,Freeheld,Light,10/2/2015,7000000,546201,1732228
Drama,Heavy,Medium,R,Heavy,By The Sea,Light,11/13/2015,20000000,538460,3727746
Romance,Light,None,PG-13,Medium,Brooklyn,None,11/4/2015,11000000,38322743,62076141
Animated,None,None,G,None,The Peanuts Movie,Light,11/6/2015,99000000,130178411,250474038
Spy Movie,Medium,Light,PG-13,Light,Spectre,Medium,11/6/2015,300000000,200074175,879620923
Horror,Heavy,Heavy,R,Heavy,Scouts Guide To The Zombie Apocalypse,Heavy,10/30/2015,15000000,3703046,15554855
Drama,Heavy,Light,R,Light,Our Brand Is Crisis,Medium,10/30/2015,28000000,7002261,8592432
Drama,Heavy,None,R,Medium,Spotlight,Light,11/6/2015,20000000,45055776,92108847
Fantasy,Light,None,PG-13,None,The Last Witch Hunter,Heavy,10/23/2015,80000000,27367660,131234406
Musical,Light,Light,PG,None,Jem And The Holograms,None,10/23/2015,5000000,2184640,2368937
Drama,Heavy,None,R,None,Steve Jobs,Light,10/9/2015,30000000,17766658,35579007
Drama,Light,Medium,PG-13,Light,Suffragette,Medium,10/23/2015,14000000,4702420,34044909
Drama,Heavy,Light,R,Light,Burnt,Medium,10/30/2015,20000000,13651946,32632668
Horror,Light,Light,R,Medium,Crimson Peak,Heavy,10/16/2015,55000000,31090320,75466595
Drama,None,None,PG,None,Woodlawn,Light,10/16/2015,13000000,14394097,14403703
Spy Movie,Medium,None,PG-13,None,Bridge Of Spies,Light,10/16/2015,40000000,72313754,162610473
Comedy,Medium,None,PG-13,None,Goosebumps,Medium,10/16/2015,58000000,80069458,158905324
Fantasy,Light,None,PG,None,Pan,Light,10/9/2015,150000000,35088320,151550856
Drama,Medium,Light,PG,Light,The Walk,Light,9/30/2015,35000000,10161183,61197045
Science Fiction,Heavy,Light,PG-13,None,The Martian,Medium,10/2/2015,108000000,228433663,663851905
Horror,Heavy,Heavy,R,Medium,The Green Inferno,Heavy,9/25/2015,1000000,7192291,12931569
Animated,None,Light,PG,None,Hotel Transylvania 2,Medium,9/25/2015,80000000,169700110,470751398
Comedy,Heavy,None,PG-13,Light,The Intern,None,9/25/2015,40000000,75764672,197232734
Thriller,Heavy,Light,R,Light,Sicario,Heavy,9/18/2015,30000000,46889293,84399017
Gangster Movie,Heavy,None,R,Light,Black Mass,Heavy,9/18/2015,53000000,62575678,98837872
Drama,Light,Light,PG-13,Light,Captive,Medium,9/18/2015,2000000,2583301,2791973
Thriller,Heavy,Light,PG-13,Medium,The Perfect Guy,Medium,9/11/2015,18000000,57027435,60278166
Romance,Medium,None,PG-13,Light,Before We Go,Light,9/4/2015,3000000,37151,483938
Thriller,Medium,Light,PG-13,Light,The Transporter Refueled,Medium,9/4/2015,22000000,16029670,69698495
Thriller,Medium,Light,PG-13,None,The Visit,Heavy,9/11/2015,5000000,65206105,98689296
Drama,None,None,PG,None,War Room,None,8/28/2015,3000000,67790117,73975239
Drama,Heavy,Medium,R,Medium,We Are Your Friends,Medium,8/28/2015,2000000,3591417,10166209
Comedy,Heavy,Medium,R,Light,American Ultra,Heavy,8/21/2015,28000000,14439985,30295076
Horror,Heavy,None,R,None,Sinister 2,Heavy,8/21/2015,10000000,27740955,54104225
Spy Movie,Light,Medium,PG-13,Light,The Man From U.N.C.L.E.,Medium,8/14/2015,75000000,45445109,105445109
Drama,Heavy,Medium,R,Medium,Straight Outta Compton,Medium,8/14/2015,28000000,161197785,202182981
Thriller,Heavy,None,R,Light,The Gift,Light,12/19/2000,10000000,12008642,44567606
Thriller,Heavy,None,R,Light,The Gift,Light,8/7/2015,5000000,43787265,58978653
Semi-documentary,None,None,No MPAA rating,None,The Gift,None,12/19/2000,10000000,12008642,44567606
Semi-documentary,None,None,No MPAA rating,None,The Gift,None,8/7/2015,5000000,43787265,58978653
Drama,Medium,None,PG-13,Light,Ricki And The Flash,Light,8/7/2015,18000000,26839498,41166033
Romance,Heavy,Light,PG-13,Light,Paper Towns,Light,7/24/2015,12000000,32000304,85512300
Drama,Heavy,Light,R,Light,Southpaw,Heavy,7/24/2015,30000000,52421953,94207861
Comedy,Heavy,None,PG-13,Light,Pixels,Medium,7/24/2015,90000000,78765986,244144701
Romantic Comedy,Heavy,Medium,R,Heavy,Trainwreck,Medium,7/17/2015,35000000,110212700,141123897
Science Fiction,Heavy,Light,PG-13,None,Ant-Man,Medium,7/17/2015,130000000,180202163,518860086
Horror,Heavy,None,R,None,The Gallows,Medium,7/10/2015,100000,22764410,41753881
Science Fiction,Medium,Medium,PG-13,Medium,Self/Less,Heavy,7/10/2015,26000000,12279691,33713827
Comedy,Heavy,None,R,Medium,Ted 2,Light,6/26/2015,68000000,81476385,217214143
Comedy,None,Light,PG,None,Minions,Medium,7/10/2015,74000000,336045770,1167245366
Drama,Heavy,Medium,R,Medium,Magic Mike Xxl,Light,7/1/2015,14500000,66013057,123709460
Drama,Light,None,PG,None,Max,Medium,6/26/2015,20000000,42656255,43658157
Family,None,Light,PG,None,Inside Out,Light,6/19/2015,175000000,356461711,857720660
Comedy,Heavy,None,R,Heavy,Dope,Medium,6/19/2015,7000000,17506470,18190831
Comedy,Heavy,Heavy,R,Heavy,The Overnight,None,6/19/2015,200000,1109808,1165996
Drama,Medium,Medium,R,Medium,Aloft,None,5/22/2015,8000000,53086,53086
Comedy,Heavy,None,PG-13,Light,Me And Earl And The Dying Girl,Light,6/12/2015,8000000,6758416,9266180
Science Fiction,Medium,None,PG-13,Light,Jurassic World,Medium,6/12/2015,215000000,652270625,1671713208
Comedy,Heavy,Medium,R,Heavy,Entourage,Medium,6/3/2015,30000000,32363404,46352925
Romantic Comedy,Medium,Light,PG-13,Light,Aloha,None,5/29/2015,37000000,21052030,24935799
Thriller,Heavy,None,PG-13,Light,San Andreas,Medium,5/29/2015,110000000,155190832,467151160
Comedy,Heavy,Light,PG-13,Light,Hot Pursuit,None,5/8/2015,35000000,34580201,45680201
Comedy,Medium,Light,PG-13,Medium,Pitch Perfect 2,None,5/15/2015,29000000,184296230,287641616
Drama,Medium,None,PG-13,None,Maggie,Medium,5/8/2015,4500000,187112,597989
Drama,Medium,None,PG-13,Light,The Water Diviner,Medium,4/24/2015,22500000,4200117,30864649
Drama,Medium,Light,PG-13,Light,The Age Of Adaline,Light,4/24/2015,30000000,42629776,69057415
Drama,Light,None,PG-13,None,Little Boy,Medium,4/24/2015,20000000,6485961,17684355
Thriller,Medium,Light,R,Medium,Child 44,Heavy,4/17/2015,50000000,1224330,3434330
Horror,Heavy,Medium,R,Light,Unfriended,Heavy,4/17/2015,1000000,32789645,62869004
Drama,None,None,TV-G,None,Mr. Smith Goes To Washington,Light,1/1/1939,1500000,9000000,9000000
Documentary,Light,Light,Not Rated,Light,Above And Beyond,Medium,1/30/2015,1300000,288751,288751
Drama,Medium,Medium,PG-13,Medium,The Longest Ride,Light,4/10/2015,34000000,37446117,63802928
Thriller,Heavy,Medium,PG-13,Light,Furious 7,Heavy,4/3/2015,190000000,353007020,1518722794
Drama,Light,None,PG-13,None,Woman In Gold,Light,4/1/2015,11000000,33307793,56991059
Science Fiction,Heavy,Heavy,R,Medium,Ex Machina,Medium,4/10/2015,13000000,25440971,38358392
Comedy,Heavy,Medium,Not Rated,Light,Road Hard,Light,3/6/2015,1500000,113169,113169
Comedy,Heavy,None,Not Rated,Medium,Walter,Light,3/13/2015,700000,0,0
Comedy,Heavy,Heavy,R,Heavy,Get Hard,Medium,3/27/2015,40000000,90411453,106511453
Science Fiction,None,None,PG,None,Home,Light,3/27/2015,130000000,177397510,386069390
Science Fiction,None,None,PG,None,Home,Light,6/5/2009,12000000,0,1620056
Science Fiction,None,None,PG,None,Home,Light,4/23/2009,500000,15433,44793168
Thriller,Heavy,Light,R,Light,The Gunman,Heavy,3/20/2015,40000000,10664749,13853999
Drama,Heavy,Medium,R,Light,Danny Collins,None,3/20/2015,10000000,5637066,7501132
Drama,None,None,PG-13,None,Do You Believe?,Light,3/20/2015,2300000,12985600,14305450
Thriller,Heavy,None,R,Light,Run All Night,Heavy,3/13/2015,50000000,26461644,66961644
Drama,None,None,PG,None,Cinderella,Light,3/13/2015,95000000,201151353,534551353
Drama,None,None,PG,None,Cinderella,Light,2/15/1950,2900000,85000000,263591415
Comedy,Heavy,Heavy,R,Heavy,Unfinished Business,Light,3/6/2015,35000000,10219501,12819501
Horror,Medium,Heavy,R,Heavy,It Follows,Medium,3/13/2015,2000000,14674077,23250755
Science Fiction,Heavy,Medium,R,Light,Chappie,Heavy,3/6/2015,49000000,31569268,105002056
Thriller,Heavy,Light,R,Medium,Focus,Medium,2/27/2015,65000000,53862963,159062963
Drama,Medium,None,PG-13,Light,Focus,Medium,2/27/2015,65000000,53862963,159062963
Documentary,None,None,Not rated,None,Focus,None,2/27/2015,65000000,53862963,159062963
Horror,Heavy,None,PG-13,Light,The Lazarus Effect,Heavy,2/27/2015,5000000,25801570,35341814
Comedy,Heavy,Light,PG-13,Medium,The Duff,Light,2/20/2015,8500000,34030343,43528634
Comedy,Light,Light,PG,Light,The Second Best Exotic Marigold Hotel,Light,3/6/2015,10000000,33078266,90384306
Comedy,Heavy,Heavy,R,Heavy,Hot Tub Time Machine 2,Heavy,2/20/2015,14000000,12314651,12452601
Drama,Light,Light,PG,None,"Mcfarland, Usa",Light,2/20/2015,17000000,44480275,45707924
Drama,Medium,None,PG-13,Light,To Write Love On Her Arms,Medium,3/3/2015,3400000,0,0
Drama,Medium,Heavy,R,Heavy,Fifty Shades Of Grey,Heavy,2/13/2015,40000000,166167230,570998101
Science Fiction,Heavy,Medium,PG-13,Light,Jupiter Ascending,Medium,2/6/2015,179000000,47482519,181982519
Science Fiction,Heavy,Light,PG-13,Medium,Project Almanac,Light,1/30/2015,12000000,22348241,32909437
Drama,Heavy,Light,PG-13,None,Black Or White,Medium,1/30/2015,9000000,21571189,21571189
Musical,Light,Light,PG-13,Medium,The Last Five Years,None,2/13/2015,2000000,147299,147299
Drama,Medium,Light,PG-13,Medium,Song One,Light,1/23/2015,6000000,32251,437089
Comedy,Medium,Medium,R,Medium,Mortdecai,Medium,1/23/2015,60000000,7696134,30396134
Thriller,Medium,Heavy,R,Heavy,The Boy Next Door,Heavy,1/23/2015,4000000,36006065,53401938
Comedy,Heavy,Heavy,R,Medium,The Wedding Ringer,Light,1/16/2015,23000000,64460211,80171596
War Drama,Heavy,Light,R,Light,American Sniper,Heavy,12/25/2014,58000000,350126372,547326372
Thriller,Medium,Light,R,Medium,Blackhat,Heavy,1/16/2015,70000000,8005980,19665004
Family,Light,None,PG,None,Paddington,Light,1/16/2015,55000000,76223578,259541430
Drama,Medium,None,PG-13,Light,Selma,Medium,1/9/2015,20000000,52076908,66776908
Thriller,Medium,Light,PG-13,Light,Taken 3,Medium,1/9/2015,48000000,89256424,327656424
Drama,None,Medium,R,Medium,Mr. Turner,None,12/19/2014,14000000,3958546,25187026
Drama,Medium,None,PG-13,Light,Still Alice,Light,1/16/2015,5000000,18656400,41699612
Drama,Medium,Light,PG-13,Light,Unbroken,Medium,12/25/2014,65000000,115637895,163527824
Musical,Light,None,PG,Light,Into The Woods,Medium,12/25/2014,56200000,128002372,213116401
Mystery,Heavy,Light,PG-13,Medium,Veronica Mars,Light,3/14/2014,6000000,3322127,3485383
Thriller,Heavy,Medium,R,Heavy,Addicted,Medium,10/10/2014,5000000,17390770,17499242
Action,Light,Light,PG-13,None,The Hobbit: The Battle Of The Five Armies,Medium,12/17/2014,250000000,255119788,955119788
Comedy,Light,Light,PG,Light,Night At The Museum: Secret Of The Tomb,Light,12/19/2014,127000000,113746621,356546621
Drama,Medium,Light,PG-13,Light,Big Eyes,Light,12/25/2014,10000000,14482031,27317872
Comedy,Heavy,Medium,R,Heavy,Top Five,Light,12/12/2014,12000000,25317379,25514848
Action,None,None,PG-13,None,Exodus: Gods And Kings,Medium,12/12/2014,140000000,65014513,268314513
Horror,Light,None,Not Rated,Light,The Babadook,Heavy,11/28/2014,2000000,950792,7482387
Mystery,Heavy,Heavy,R,Medium,Inherent Vice,Medium,12/12/2014,20000000,8110975,14772346
Drama,Heavy,Heavy,R,Heavy,Wild,Light,12/3/2014,15000000,37880356,52460543
Drama,Medium,Light,R,Light,Rosewater,Heavy,11/14/2014,10000000,3128941,3168858
Drama,Medium,None,PG-13,Light,The Imitation Game,Light,11/28/2014,15000000,91125143,227773686
Comedy,Heavy,Light,R,Medium,Horrible Bosses 2,Medium,11/26/2014,40000000,54445357,105945357
Comedy,None,None,PG,None,Penguins Of Madagascar,Light,11/26/2014,132000000,83350911,367650911
Western,Heavy,Medium,R,Medium,The Homesman,Medium,11/14/2014,16000000,2429989,8217571
Comedy,Medium,Light,PG-13,Medium,Dumb And Dumber To,Medium,11/14/2014,40000000,86208010,156553592
Drama,Medium,Medium,PG-13,Medium,Beyond The Lights,Medium,11/14/2014,7000000,14618727,14618727
Action,None,Light,PG,None,Big Hero 6,Light,11/7/2014,165000000,222527828,652127828
Science Fiction,Medium,None,PG-13,None,Interstellar,Medium,11/5/2014,165000000,188017894,667752422
Drama,Light,None,PG-13,Light,The Theory Of Everything,Light,11/7/2014,15000000,35893537,123327692
Thriller,Heavy,None,R,Light,Nightcrawler,Heavy,10/31/2014,8500000,32381218,50334418
Drama,Medium,Light,PG-13,Light,Luther,Medium,9/26/2003,35000000,5781086,32736879
Thriller,Medium,Medium,R,Light,Before I Go To Sleep,Medium,10/31/2014,22000000,3242457,19563579
Documentary,None,None,PG,None,Meet The Mormons,None,10/10/2014,2000000,6047363,6049171
Drama,Light,Light,PG-13,None,23 Blast,Light,10/24/2014,1000000,549185,549185
Horror,Light,None,PG-13,None,Ouija,Medium,10/24/2014,5000000,50856010,103683342
Thriller,Heavy,Light,R,Light,John Wick,Heavy,10/24/2014,30000000,43037835,76235001
Comedy,Heavy,Light,R,Medium,Birdman Or (The Unexpected Virtue Of Ignorance),Medium,10/17/2014,18000000,42340598,103215094
Drama,Heavy,Light,PG-13,Medium,The Best Of Me,Medium,10/17/2014,26000000,26766213,41059418
Drama,Heavy,Light,R,Light,Fury,Heavy,10/17/2014,80000000,85817906,210315681
Comedy,None,None,PG,None,The Book Of Life,Light,10/17/2014,50000000,50151543,97651543
Drama,Heavy,Light,R,Light,Kill The Messenger,Light,10/10/2014,5000000,2450846,6656705
Comedy,Heavy,Light,R,Medium,St. Vincent,Light,10/10/2014,13000000,44137712,54837234
Drama,Heavy,None,R,None,Whiplash,Medium,10/10/2014,3300000,13092006,33474334
Horror,Light,Light,PG-13,Light,Dracula Untold,Heavy,10/10/2014,70000000,55991880,220241723
Drama,Heavy,Light,R,Light,The Judge,Light,10/10/2014,50000000,47119388,76119388
Comedy,Light,Light,PG,None,"Alexander And The Terrible, Horrible, No Good, Very Bad Day",Light,10/10/2014,28000000,66954149,101379287
Horror,Light,None,R,Light,Annabelle,Medium,10/3/2014,6500000,84273813,256862920
Mystery,Heavy,Medium,R,Heavy,Gone Girl,Heavy,10/3/2014,61000000,167767189,368567189
Action,Light,Light,PG,Light,The Boxtrolls,Light,9/26/2014,60000000,50837305,111946251
Comedy,Heavy,Light,R,Heavy,Two Night Stand,Light,9/26/2014,1600000,15600,868081
Thriller,Heavy,Light,R,Light,The Equalizer,Heavy,9/26/2014,55000000,101530738,192903624
Thriller,Heavy,Medium,R,Medium,A Walk Among The Tombstones,Heavy,9/19/2014,28000000,26017685,62108587
Comedy,Heavy,Medium,R,Medium,This Is Where I Leave You,Light,9/19/2014,20000000,34296320,41296320
Horror,Heavy,Light,R,Medium,Tusk,Heavy,9/19/2014,3000000,1821983,1857688
Drama,None,None,PG,None,Dolphin Tale 2,Light,9/12/2014,36000000,42024533,57824533
Drama,Heavy,Light,PG-13,Light,Frontera,Medium,9/5/2014,2300000,59696,59696
Thriller,Heavy,Medium,R,Medium,The November Man,Heavy,8/27/2014,15000000,25018119,34820335
Drama,Light,Light,PG,None,When The Game Stands Tall,Light,8/22/2014,15000000,30127963,30138912
Drama,Heavy,Light,PG-13,Light,If I Stay,Light,8/22/2014,11000000,50474843,78356170
Science Fiction,None,None,PG-13,None,The Giver,Light,8/15/2014,25000000,45090374,55090374
Action,Heavy,None,PG-13,None,The Expendables 3,Heavy,8/15/2014,100000000,39322544,209461378
Thriller,Heavy,None,PG-13,Light,Into The Storm,Medium,8/8/2014,50000000,47602194,150429371
Drama,Light,None,PG,Light,The Hundred-Foot Journey,Light,8/8/2014,22000000,54235441,94270488
Drama,Heavy,Light,PG-13,Medium,Get On Up,Medium,8/1/2014,30000000,30569935,33339868
Science Fiction,Medium,Light,PG-13,Light,Guardians Of The Galaxy,Medium,8/1/2014,170000000,333172112,771051335
Drama,Medium,Light,PG-13,Medium,And So It Goes,Light,7/25/2014,18000000,15160801,17762041
Science Fiction,Light,Light,R,Light,Lucy,Heavy,7/25/2014,40000000,126573960,457507776
Thriller,Medium,None,R,None,A Most Wanted Man,Light,7/25/2014,15000000,17237855,36068890
Comedy,Heavy,Medium,R,Heavy,Sex Tape,Medium,7/18/2014,40000000,38543473,126069509
Science Fiction,Medium,Medium,R,Medium,I Origins,Light,7/18/2014,1000000,336472,852399
Drama,Heavy,Light,R,Medium,Wish I Was Here,Light,7/18/2014,6000000,3591299,6591365
Science Fiction,Heavy,Light,R,Light,Snowpiercer,Heavy,6/27/2014,40000000,4563029,88069880
Comedy,None,None,PG,None,Planes: Fire And Rescue,Light,7/18/2014,50000000,59157732,156399644
Horror,Heavy,None,R,Light,The Purge: Anarchy,Heavy,7/18/2014,9000000,71562550,111534881
Science Fiction,Medium,Light,PG-13,None,Dawn Of The Planet Of The Apes,Heavy,7/11/2014,170000000,208545589,710644566
Drama,Heavy,Light,R,Light,Boyhood,Light,7/11/2014,4000000,25379975,57273049
Drama,None,None,G,Light,Anastasia,Light,11/14/1997,53000000,58403409,139801096
Drama,None,None,Produced before the MPAA ratings,None,Anastasia,None,11/14/1997,53000000,58403409,139801096
Comedy,Heavy,Medium,R,Heavy,They Came Together,Medium,6/27/2014,3000000,0,82780
Science Fiction,Medium,None,PG,None,Earth To Echo,Light,7/2/2014,13000000,38934842,42174545
Horror,Heavy,None,R,Light,Deliver Us From Evil,Heavy,7/2/2014,30000000,30577122,87956618
Comedy,Heavy,None,R,Medium,Tammy,Light,7/2/2014,20000000,84525432,96407655
Drama,Heavy,Light,R,Light,Begin Again,Light,6/27/2014,8000000,16170632,68838736
Drama,Light,Light,PG-13,Light,Ida,Light,5/2/2014,2600000,3827060,15298355
Science Fiction,Heavy,None,PG-13,None,Transformers: Age Of Extinction,Heavy,6/27/2014,210000000,245439076,1104039076
Drama,Light,Medium,R,Light,The Immigrant,Light,5/16/2014,16000000,2013456,7585011
Drama,Heavy,Light,R,Light,Jersey Boys,Light,6/20/2014,40000000,47047013,65282732
Comedy,Heavy,Light,PG-13,Medium,Think Like A Man Too,Light,6/20/2014,24000000,65028687,70027933
Thriller,Heavy,Light,R,Medium,The Rover,Heavy,6/13/2014,8500000,1109199,3180252
Action,Light,None,PG,None,How To Train Your Dragon 2,Light,6/13/2014,145000000,177002924,614586270
Science Fiction,Heavy,Light,PG-13,None,The Signal,Medium,6/13/2014,4000000,600896,2665322
Science Fiction,Heavy,Light,PG-13,None,The Signal,Medium,2/22/2008,50000,251150,406299
Comedy,Heavy,Medium,R,Medium,22 Jump Street,Light,6/13/2014,50000000,191719337,331333876
Comedy,Heavy,Light,R,Medium,Obvious Child,None,6/6/2014,1000000,3122616,3324070
Science Fiction,Medium,Light,PG-13,None,Edge Of Tomorrow,Medium,6/6/2014,178000000,100206256,370541256
Drama,Heavy,Light,PG-13,Light,The Fault In Our Stars,Light,6/6/2014,12000000,124872350,307166834
Comedy,Heavy,Light,R,Medium,A Million Ways To Die In The West,Medium,5/30/2014,40000000,42720965,86778557
Science Fiction,None,Light,PG,None,Maleficent,Medium,5/30/2014,180000000,241407328,758536735
Drama,None,None,PG,Light,The Lunchbox,None,2/28/2014,1700000,4231500,12231500
Comedy,Medium,Light,PG-13,Medium,Blended,Light,5/23/2014,45000000,46290741,127990741
