,GOV,Level of government,TAX,Tax revenue,VAR,Indicator,COU,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
2381,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2006,2006,PC,Percentage,0,Units,,,0.34299999999999997,,
2382,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2007,2007,PC,Percentage,0,Units,,,0.344,,
2383,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2008,2008,PC,Percentage,0,Units,,,0.34299999999999997,,
2384,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2009,2009,PC,Percentage,0,Units,,,0.34600000000000003,,
2385,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2010,2010,PC,Percentage,0,Units,,,0.32899999999999996,,
2386,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2011,2011,PC,Percentage,0,Units,,,0.301,,
2387,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2012,2012,PC,Percentage,0,Units,,,0.292,,
2388,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2013,2013,PC,Percentage,0,Units,,,0.325,,
2389,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2014,2014,PC,Percentage,0,Units,,,0.33799999999999997,,
2390,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2015,2015,PC,Percentage,0,Units,,,0.33799999999999997,,
2391,NES,Total,2300,2300 Self-employed or non-employed SSC,TAXGDP,Tax revenue as % of GDP,USA,United States,2016,2016,PC,Percentage,0,Units,,,0.33799999999999997,,
2392,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1965,1965,USD,US Dollar,9,Billions,,,0.0,,
2393,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1966,1966,USD,US Dollar,9,Billions,,,0.0,,
2394,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1967,1967,USD,US Dollar,9,Billions,,,0.0,,
2395,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1968,1968,USD,US Dollar,9,Billions,,,0.0,,
2396,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1969,1969,USD,US Dollar,9,Billions,,,0.0,,
2397,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1970,1970,USD,US Dollar,9,Billions,,,0.0,,
2398,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1971,1971,USD,US Dollar,9,Billions,,,0.0,,
2399,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1972,1972,USD,US Dollar,9,Billions,,,0.0,,
2400,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1973,1973,USD,US Dollar,9,Billions,,,0.0,,
2401,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1974,1974,USD,US Dollar,9,Billions,,,0.0,,
2402,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1975,1975,USD,US Dollar,9,Billions,,,0.0,,
2403,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1976,1976,USD,US Dollar,9,Billions,,,0.0,,
2404,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1977,1977,USD,US Dollar,9,Billions,,,0.0,,
2405,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1978,1978,USD,US Dollar,9,Billions,,,0.0,,
2406,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1979,1979,USD,US Dollar,9,Billions,,,0.0,,
2407,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1980,1980,USD,US Dollar,9,Billions,,,0.0,,
2408,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1981,1981,USD,US Dollar,9,Billions,,,0.0,,
2409,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1982,1982,USD,US Dollar,9,Billions,,,0.0,,
2410,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1983,1983,USD,US Dollar,9,Billions,,,0.0,,
2411,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1984,1984,USD,US Dollar,9,Billions,,,0.0,,
2412,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1985,1985,USD,US Dollar,9,Billions,,,0.0,,
2413,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1986,1986,USD,US Dollar,9,Billions,,,0.0,,
2414,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1987,1987,USD,US Dollar,9,Billions,,,0.0,,
2415,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1988,1988,USD,US Dollar,9,Billions,,,0.0,,
2416,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1989,1989,USD,US Dollar,9,Billions,,,0.0,,
2417,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1990,1990,USD,US Dollar,9,Billions,,,0.0,,
2418,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1991,1991,USD,US Dollar,9,Billions,,,0.0,,
2419,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1992,1992,USD,US Dollar,9,Billions,,,0.0,,
2420,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1993,1993,USD,US Dollar,9,Billions,,,0.0,,
2421,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1994,1994,USD,US Dollar,9,Billions,,,0.0,,
2422,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1995,1995,USD,US Dollar,9,Billions,,,0.0,,
2423,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1996,1996,USD,US Dollar,9,Billions,,,0.0,,
2424,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1997,1997,USD,US Dollar,9,Billions,,,0.0,,
2425,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1998,1998,USD,US Dollar,9,Billions,,,0.0,,
2426,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,1999,1999,USD,US Dollar,9,Billions,,,0.0,,
2427,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2000,2000,USD,US Dollar,9,Billions,,,0.0,,
2428,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2001,2001,USD,US Dollar,9,Billions,,,0.0,,
2429,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2002,2002,USD,US Dollar,9,Billions,,,0.0,,
2430,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2003,2003,USD,US Dollar,9,Billions,,,0.0,,
2431,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2004,2004,USD,US Dollar,9,Billions,,,0.0,,
2432,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2005,2005,USD,US Dollar,9,Billions,,,0.0,,
2433,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2006,2006,USD,US Dollar,9,Billions,,,0.0,,
2434,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2007,2007,USD,US Dollar,9,Billions,,,0.0,,
2435,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2008,2008,USD,US Dollar,9,Billions,,,0.0,,
2436,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2009,2009,USD,US Dollar,9,Billions,,,0.0,,
2437,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2010,2010,USD,US Dollar,9,Billions,,,0.0,,
2438,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2011,2011,USD,US Dollar,9,Billions,,,0.0,,
2439,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2012,2012,USD,US Dollar,9,Billions,,,0.0,,
2440,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2013,2013,USD,US Dollar,9,Billions,,,0.0,,
2441,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2014,2014,USD,US Dollar,9,Billions,,,0.0,,
2442,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2015,2015,USD,US Dollar,9,Billions,,,0.0,,
2443,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXNAT,Tax revenue in national currency,USA,United States,2016,2016,USD,US Dollar,9,Billions,,,0.0,,
2444,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1965,1965,PC,Percentage,0,Units,,,0.0,,
2445,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1966,1966,PC,Percentage,0,Units,,,0.0,,
2446,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1967,1967,PC,Percentage,0,Units,,,0.0,,
2447,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1968,1968,PC,Percentage,0,Units,,,0.0,,
2448,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1969,1969,PC,Percentage,0,Units,,,0.0,,
2449,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1970,1970,PC,Percentage,0,Units,,,0.0,,
2450,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1971,1971,PC,Percentage,0,Units,,,0.0,,
2451,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1972,1972,PC,Percentage,0,Units,,,0.0,,
2452,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1973,1973,PC,Percentage,0,Units,,,0.0,,
2453,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1974,1974,PC,Percentage,0,Units,,,0.0,,
2454,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1975,1975,PC,Percentage,0,Units,,,0.0,,
2455,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1976,1976,PC,Percentage,0,Units,,,0.0,,
2456,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1977,1977,PC,Percentage,0,Units,,,0.0,,
2457,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1978,1978,PC,Percentage,0,Units,,,0.0,,
2458,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1979,1979,PC,Percentage,0,Units,,,0.0,,
2459,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1980,1980,PC,Percentage,0,Units,,,0.0,,
2460,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1981,1981,PC,Percentage,0,Units,,,0.0,,
2461,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1982,1982,PC,Percentage,0,Units,,,0.0,,
2462,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1983,1983,PC,Percentage,0,Units,,,0.0,,
2463,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1984,1984,PC,Percentage,0,Units,,,0.0,,
2464,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1985,1985,PC,Percentage,0,Units,,,0.0,,
2465,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1986,1986,PC,Percentage,0,Units,,,0.0,,
2466,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1987,1987,PC,Percentage,0,Units,,,0.0,,
2467,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1988,1988,PC,Percentage,0,Units,,,0.0,,
2468,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1989,1989,PC,Percentage,0,Units,,,0.0,,
2469,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1990,1990,PC,Percentage,0,Units,,,0.0,,
2470,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1991,1991,PC,Percentage,0,Units,,,0.0,,
2471,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1992,1992,PC,Percentage,0,Units,,,0.0,,
2472,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1993,1993,PC,Percentage,0,Units,,,0.0,,
2473,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1994,1994,PC,Percentage,0,Units,,,0.0,,
2474,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1995,1995,PC,Percentage,0,Units,,,0.0,,
2475,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1996,1996,PC,Percentage,0,Units,,,0.0,,
2476,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1997,1997,PC,Percentage,0,Units,,,0.0,,
2477,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1998,1998,PC,Percentage,0,Units,,,0.0,,
2478,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,1999,1999,PC,Percentage,0,Units,,,0.0,,
2479,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2000,2000,PC,Percentage,0,Units,,,0.0,,
2480,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2001,2001,PC,Percentage,0,Units,,,0.0,,
2481,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2002,2002,PC,Percentage,0,Units,,,0.0,,
2482,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2003,2003,PC,Percentage,0,Units,,,0.0,,
2483,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2004,2004,PC,Percentage,0,Units,,,0.0,,
2484,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2005,2005,PC,Percentage,0,Units,,,0.0,,
2485,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2006,2006,PC,Percentage,0,Units,,,0.0,,
2486,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2007,2007,PC,Percentage,0,Units,,,0.0,,
2487,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2008,2008,PC,Percentage,0,Units,,,0.0,,
2488,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2009,2009,PC,Percentage,0,Units,,,0.0,,
2489,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2010,2010,PC,Percentage,0,Units,,,0.0,,
2490,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2011,2011,PC,Percentage,0,Units,,,0.0,,
2491,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2012,2012,PC,Percentage,0,Units,,,0.0,,
2492,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2013,2013,PC,Percentage,0,Units,,,0.0,,
2493,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2014,2014,PC,Percentage,0,Units,,,0.0,,
2494,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2015,2015,PC,Percentage,0,Units,,,0.0,,
2495,NES,Total,2400,"2400 Unallocable between 2100, 2200 and 2300 SSC",TAXGDP,Tax revenue as % of GDP,USA,United States,2016,2016,PC,Percentage,0,Units,,,0.0,,
2496,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1965,1965,USD,US Dollar,9,Billions,,,0.0,,
2497,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1966,1966,USD,US Dollar,9,Billions,,,0.0,,
2498,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1967,1967,USD,US Dollar,9,Billions,,,0.0,,
2499,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1968,1968,USD,US Dollar,9,Billions,,,0.0,,
2500,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1969,1969,USD,US Dollar,9,Billions,,,0.0,,
2501,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1970,1970,USD,US Dollar,9,Billions,,,0.0,,
2502,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1971,1971,USD,US Dollar,9,Billions,,,0.0,,
2503,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1972,1972,USD,US Dollar,9,Billions,,,0.0,,
2504,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1973,1973,USD,US Dollar,9,Billions,,,0.0,,
2505,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1974,1974,USD,US Dollar,9,Billions,,,0.0,,
2506,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1975,1975,USD,US Dollar,9,Billions,,,0.0,,
2507,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1976,1976,USD,US Dollar,9,Billions,,,0.0,,
2508,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1977,1977,USD,US Dollar,9,Billions,,,0.0,,
2509,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1978,1978,USD,US Dollar,9,Billions,,,0.0,,
2510,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1979,1979,USD,US Dollar,9,Billions,,,0.0,,
2511,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1980,1980,USD,US Dollar,9,Billions,,,0.0,,
2512,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1981,1981,USD,US Dollar,9,Billions,,,0.0,,
2513,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1982,1982,USD,US Dollar,9,Billions,,,0.0,,
2514,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1983,1983,USD,US Dollar,9,Billions,,,0.0,,
2515,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1984,1984,USD,US Dollar,9,Billions,,,0.0,,
2516,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1985,1985,USD,US Dollar,9,Billions,,,0.0,,
2517,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1986,1986,USD,US Dollar,9,Billions,,,0.0,,
2518,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1987,1987,USD,US Dollar,9,Billions,,,0.0,,
2519,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1988,1988,USD,US Dollar,9,Billions,,,0.0,,
2520,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1989,1989,USD,US Dollar,9,Billions,,,0.0,,
2521,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1990,1990,USD,US Dollar,9,Billions,,,0.0,,
2522,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1991,1991,USD,US Dollar,9,Billions,,,0.0,,
2523,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1992,1992,USD,US Dollar,9,Billions,,,0.0,,
2524,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1993,1993,USD,US Dollar,9,Billions,,,0.0,,
2525,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1994,1994,USD,US Dollar,9,Billions,,,0.0,,
2526,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1995,1995,USD,US Dollar,9,Billions,,,0.0,,
2527,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1996,1996,USD,US Dollar,9,Billions,,,0.0,,
2528,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1997,1997,USD,US Dollar,9,Billions,,,0.0,,
2529,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1998,1998,USD,US Dollar,9,Billions,,,0.0,,
2530,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,1999,1999,USD,US Dollar,9,Billions,,,0.0,,
2531,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,2000,2000,USD,US Dollar,9,Billions,,,0.0,,
2532,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,2001,2001,USD,US Dollar,9,Billions,,,0.0,,
2533,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,2002,2002,USD,US Dollar,9,Billions,,,0.0,,
2534,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,2003,2003,USD,US Dollar,9,Billions,,,0.0,,
2535,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,2004,2004,USD,US Dollar,9,Billions,,,0.0,,
2536,NES,Total,3000,3000 Taxes on payroll and workforce,TAXNAT,Tax revenue in national currency,USA,United States,2005,2005,USD,US Dollar,9,Billions,,,0.0,,
